# x_i   c0_i    c1_i    c2_i    c3_i
9.73959319e+00 -5.01723583e+00 1.88146525e-01 1.80731552e-02 -9.13977044e-04
9.77022084e+00 6.00263653e+00 -2.72851927e-01 1.54788277e-02 -3.28094324e-04
9.80084849e+00 -3.43461936e+00 2.78688053e-01 1.56575746e-02 6.24941569e-05
9.83147614e+00 -1.18803856e+00 -3.68949218e-02 2.30631303e-02 7.04795214e-04
9.86210380e+00 1.42414619e+00 -1.46055415e-01 1.74597912e-02 1.34242256e-03
9.89273145e+00 -6.15968548e-01 -1.52006556e-02 1.25208964e-02 1.78108347e-03
9.92335910e+00 1.35345814e+00 -7.17976657e-02 9.85634215e-03 2.13261310e-03
9.95398675e+00 -7.19372220e-01 5.25620673e-02 9.26720095e-03 2.40602504e-03
9.98461440e+00 -1.19496379e+00 -1.35359778e-02 1.04624784e-02 2.71849582e-03
1.00152421e+01 1.42073560e+00 -1.23332782e-01 6.27050974e-03 2.99190776e-03
1.00458697e+01 -4.09486800e-01 7.20860266e-03 2.71389885e-03 3.10908430e-03
1.00764974e+01 -3.72969573e-02 -3.04162544e-02 2.00310298e-03 3.18720200e-03
1.01377527e+01 7.82456373e-01 -3.72701637e-02 -2.14304908e-03 3.18720200e-03
1.01683803e+01 -1.47852271e+00 3.46242397e-02 -2.22408751e-03 3.10908430e-03
1.01990080e+01 1.05314267e+00 -1.01226795e-01 -4.26396737e-03 3.03096661e-03
1.02296356e+01 -1.50534225e-02 -4.46093548e-03 -7.50093436e-03 2.83567237e-03
1.02602633e+01 3.66568290e-01 -5.84408841e-03 -7.81655304e-03 2.60131928e-03
1.02908909e+01 -1.45121974e+00 2.78372891e-02 -7.14295296e-03 2.36696619e-03
1.03215186e+01 2.71931613e+00 -1.05505068e-01 -9.52173463e-03 2.13261310e-03
1.03521462e+01 -2.62855844e+00 1.44353732e-01 -8.33189128e-03 1.82014232e-03
1.03827739e+01 2.35692858e+00 -9.71659839e-02 -6.88664137e-03 1.62484808e-03
1.04134015e+01 -1.36116681e+00 1.19395578e-01 -6.20580111e-03 1.39049499e-03
1.04440292e+01 -9.90753141e-01 -5.67245038e-03 -2.72272880e-03 1.27331845e-03
1.04746568e+01 8.40068898e-01 -9.67057762e-02 -5.85833345e-03 1.15614190e-03
1.05665398e+01 -1.89501164e+00 1.34858261e-01 -2.35277040e-03 4.53082637e-04
1.05971674e+01 6.68750533e-01 -3.92610072e-02 5.75148978e-04 4.53082637e-04
1.06277951e+01 -4.38405048e-02 2.21857676e-02 5.21744911e-05 4.53082637e-04
1.09646993e+01 6.44698150e-01 -2.21243786e-02 7.28567009e-05 1.31237729e-03
1.09953269e+01 -4.19261190e-01 3.71123922e-02 5.31904358e-04 1.31237729e-03
1.10259546e+01 -3.27150657e-01 -1.41056466e-03 1.62536749e-03 1.35143614e-03
1.10565822e+01 3.68366550e-01 -3.14701336e-02 6.18308924e-04 1.39049499e-03
1.10872099e+01 2.13181722e-01 2.37647342e-03 -2.72761562e-04 1.39049499e-03
1.11178375e+01 -1.22109344e+00 2.19642399e-02 4.72737324e-04 1.39049499e-03
1.11484652e+01 1.95219750e+00 -9.02334330e-02 -1.61818773e-03 1.39049499e-03
1.11790928e+01 -1.14970749e+00 8.91402411e-02 -1.65166964e-03 1.31237729e-03
1.12097205e+01 -7.23620652e-02 -1.64982801e-02 5.73183030e-04 1.31237729e-03
1.12403481e+01 4.97819249e-02 -2.31471205e-02 -6.41062486e-04 1.31237729e-03
1.15466246e+01 1.26298703e-01 2.25939830e-02 -8.10475519e-04 3.74964941e-04
1.15772523e+01 -2.10689119e+00 3.41986810e-02 9.28950401e-04 3.74964941e-04
1.16078799e+01 1.67696459e+00 -1.59388707e-01 -2.90532609e-03 3.74964941e-04
1.16691352e+01 -1.06778205e+00 1.48780216e-01 -3.55515241e-03 -1.56235392e-05
1.16997629e+01 -4.37650756e+00 5.06692459e-02 2.55351621e-03 -1.56235392e-05
1.17303905e+01 7.69783417e+00 -3.51457200e-01 -6.65891243e-03 -1.56235392e-05
1.17610182e+01 -4.66287287e+00 3.55842548e-01 -6.52459950e-03 -3.28094324e-04
1.17916458e+01 7.76791942e-02 -7.25959884e-02 2.15057743e-03 -3.28094324e-04
1.18222735e+01 3.75351939e-01 -6.54585945e-02 -2.07771023e-03 -3.28094324e-04
1.19447841e+01 -1.07105262e+00 7.24951861e-02 -1.21565313e-03 -8.74918196e-04
1.19754118e+01 6.21293459e-01 -2.59162929e-02 2.10948973e-04 -8.74918196e-04
1.20060394e+01 -1.41412122e+00 3.11699857e-02 3.71857245e-04 -8.74918196e-04
1.20366671e+01 5.03519141e+00 -9.87636500e-02 -1.69837795e-03 -8.74918196e-04
1.20672947e+01 -7.85066631e+00 3.63884614e-01 6.42165456e-03 -8.74918196e-04
1.20979224e+01 5.97501485e+00 -3.57457802e-01 6.61849271e-03 -5.62447412e-04
1.21285500e+01 -2.45442042e+00 1.91544216e-01 1.53694920e-03 -5.23388564e-04
1.21591777e+01 1.12367232e+00 -3.39751846e-02 6.36291859e-03 -3.67153172e-04
1.21898053e+01 -2.04026884e+00 6.92711479e-02 7.44395106e-03 -1.71858931e-04
1.22204330e+01 4.31840853e+00 -1.18194782e-01 5.94553505e-03 6.24941569e-05
1.22510606e+01 -3.26978932e+00 2.78593353e-01 1.08581666e-02 2.57788397e-04
1.22816883e+01 -9.85800860e-01 -2.18445510e-02 1.87217794e-02 7.57741652e-04
1.23123159e+01 1.37761219e+00 -1.12422847e-01 1.46094844e-02 1.28233203e-03
1.23429436e+01 7.66933760e-01 1.41562318e-02 1.15998087e-02 1.66390693e-03
1.23735712e+01 -2.04008284e+00 8.46243716e-02 1.46252266e-02 2.05449541e-03
1.24041989e+01 1.95540852e+00 -1.02824467e-01 1.40678005e-02 2.52320158e-03
1.24348265e+01 -3.43562198e-01 7.68442456e-02 1.32720873e-02 2.91379006e-03
1.24654542e+01 -1.94065700e+00 4.52767358e-02 1.70123661e-02 3.38249624e-03
1.24960818e+01 1.30870386e+00 -1.33036563e-01 1.43244887e-02 3.89026126e-03
1.25267095e+01 7.84333355e-01 -1.27889857e-02 9.85819464e-03 4.24179090e-03
1.25573371e+01 -1.72704275e+00 5.92778803e-02 1.12820403e-02 4.55426168e-03
1.25879648e+01 6.85848573e-01 -9.94079101e-02 1.00529517e-02 4.90579131e-03
1.26185924e+01 3.43145722e-01 -3.63901168e-02 5.89377709e-03 5.14014440e-03
1.26492201e+01 -6.98934193e-01 -4.86087401e-03 4.63035612e-03 5.29637979e-03
1.26798477e+01 -2.66403479e-01 -6.90810128e-02 2.36568978e-03 5.41355634e-03
1.27104754e+01 4.05050844e-01 -9.35589516e-02 -2.61559037e-03 5.41355634e-03
1.27411030e+01 1.36519463e+00 -5.63416832e-02 -7.20669478e-03 5.25732095e-03
1.27717307e+01 -3.14683485e+00 6.90964333e-02 -6.81604674e-03 5.02296786e-03
1.28023583e+01 3.06516116e+00 -2.20044050e-01 -1.14392177e-02 4.78861477e-03
1.28329860e+01 -9.56826196e-01 6.15920136e-02 -1.62922315e-02 4.31990859e-03
1.28636136e+01 -1.95685091e+00 -2.63240043e-02 -1.52120552e-02 3.85120242e-03
1.28942413e+01 7.42473256e+00 -2.06125248e-01 -2.23314299e-02 3.30437854e-03
1.29248689e+01 -1.14281122e+01 4.76081118e-01 -1.40633156e-02 2.64037813e-03
1.29554966e+01 2.74657325e+00 -5.73967593e-01 -1.70613484e-02 2.32790734e-03
1.29861243e+01 1.32599362e+01 -3.21604328e-01 -4.44906131e-02 1.34585631e-03
1.30167519e+01 -1.42245447e+01 8.96757792e-01 -2.68750132e-02 6.24941569e-05
1.30473796e+01 4.86020138e+00 -4.10235400e-01 -1.19739749e-02 -3.28094324e-04
1.30780072e+01 -1.06426310e-01 3.63342630e-02 -2.34256887e-02 -9.40016276e-04
1.31086349e+01 -7.31038073e-01 2.65554992e-02 -2.14995230e-02 -1.62646431e-03
1.31392625e+01 2.95244657e+00 -4.06144389e-02 -2.19301153e-02 -2.28103673e-03
1.31698902e+01 -3.95310738e+00 2.30665076e-01 -1.61093106e-02 -2.90597829e-03
1.32005178e+01 3.34350210e+00 -1.32558111e-01 -1.31045246e-02 -3.29656677e-03
1.32311455e+01 -2.62341469e+00 1.74652741e-01 -1.18152650e-02 -3.72621410e-03
1.32617731e+01 1.71216760e+00 -6.63943518e-02 -8.49956474e-03 -3.99962604e-03
1.32924008e+01 -1.46763916e-01 9.09246662e-02 -7.74825882e-03 -4.27303798e-03
1.33230284e+01 2.34385330e-01 7.74395639e-02 -2.59165785e-03 -4.42927337e-03
1.33536561e+01 5.68719864e-01 9.89755805e-02 2.81152372e-03 -4.42927337e-03
1.33842837e+01 -3.86876205e+00 1.51231242e-01 1.04747711e-02 -4.23397913e-03
1.34149114e+01 4.03035021e+00 -2.04242046e-01 8.85117466e-03 -3.88244950e-03
1.34455390e+01 -1.37666068e+00 1.66078440e-01 7.68231302e-03 -3.68715525e-03
1.34761667e+01 1.16795243e-01 3.95867890e-02 1.39813560e-02 -3.33562562e-03
1.35067943e+01 -1.80951482e+00 5.03182810e-02 1.67349371e-02 -2.86691945e-03
1.35374220e+01 3.04277224e+00 -1.15945287e-01 1.47249361e-02 -2.35915442e-03
1.35680496e+01 -2.20459056e+00 1.63633617e-01 1.61855176e-02 -1.92950709e-03
1.35986773e+01 3.37600929e-01 -3.89306775e-02 2.00048758e-02 -1.34362437e-03
1.36293049e+01 -1.86480769e+00 -7.91090667e-03 1.85702281e-02 -7.57741652e-04
1.36599326e+01 1.68364077e+00 -1.79254947e-01 1.28377775e-02 -2.49976627e-04
1.36905602e+01 4.64672549e+00 -2.45570589e-02 6.59549441e-03 2.34353088e-05
1.37211879e+01 -7.84085343e+00 4.02397808e-01 1.81678692e-02 3.35906093e-04
1.37518155e+01 1.66309578e+00 -3.18042972e-01 2.07514598e-02 1.04454519e-03
1.37824432e+01 3.13060928e+00 -1.65232818e-01 5.94985726e-03 1.42955384e-03
1.38130708e+01 -3.50376865e+00 1.22416812e-01 4.63850354e-03 1.54673038e-03
1.38436985e+01 2.72748174e+00 -1.99519804e-01 2.27701996e-03 1.70296577e-03
1.38743261e+01 -1.96816925e+00 5.10892769e-02 -2.26905851e-03 1.66390693e-03
1.39049538e+01 3.78569799e+00 -1.29751929e-01 -4.67831080e-03 1.58578923e-03
1.39355815e+01 -7.73663365e+00 2.18089188e-01 -1.97274802e-03 1.42955384e-03
1.39662091e+01 6.49647816e+00 -4.92775571e-01 -1.03857468e-02 1.35143614e-03
1.39968368e+01 1.59938107e+00 1.04140038e-01 -2.22887405e-02 7.57741652e-04
1.40274644e+01 -5.55271722e+00 2.51095896e-01 -1.14086981e-02 2.18729549e-04
1.40580921e+01 4.56942007e+00 -2.59104168e-01 -1.16539727e-02 -5.46823873e-05
1.40887197e+01 -3.20848221e+00 1.60747649e-01 -1.46664019e-02 -5.23388564e-04
1.41193474e+01 1.46702243e+00 -1.34057176e-01 -1.38489354e-02 -9.13977044e-04
1.41499750e+01 1.41888429e+00 7.37179048e-04 -1.79322138e-02 -1.42174207e-03
1.41806027e+01 -1.70457053e+00 1.31108460e-01 -1.38940915e-02 -1.92950709e-03
1.42112303e+01 -3.85912361e-02 -2.55125166e-02 -1.06599358e-02 -2.28103673e-03
1.42418580e+01 1.85893547e+00 -2.90583934e-02 -1.23313146e-02 -2.63256636e-03
1.42724856e+01 -1.95916160e+00 1.41746090e-01 -8.87995508e-03 -2.98409599e-03
1.43031133e+01 5.39721850e-01 -3.82674657e-02 -5.71064782e-03 -3.17939023e-03
1.43337409e+01 1.15977146e+00 1.13237725e-02 -6.53586987e-03 -3.37468447e-03
1.43643686e+01 -1.10031590e+00 1.17887001e-01 -2.57844732e-03 -3.53091986e-03
1.43949962e+01 1.88199489e+00 1.67867249e-02 1.54629264e-03 -3.53091986e-03
1.44256239e+01 -5.06816638e+00 1.89709976e-01 7.87080163e-03 -3.41374332e-03
1.44562515e+01 6.15519524e+00 -2.75968126e-01 5.22891707e-03 -3.14033138e-03
1.44868792e+01 -4.59814465e+00 2.89589399e-01 5.64610469e-03 -3.06221369e-03
1.45175068e+01 2.72090250e+00 -1.32901717e-01 1.04450804e-02 -2.74974290e-03
1.45481345e+01 -2.20697357e+00 1.17102844e-01 9.96119803e-03 -2.47633097e-03
1.45787621e+01 2.02849997e+00 -8.56804082e-02 1.09235935e-02 -2.12480133e-03
1.46093898e+01 -1.82853453e+00 1.00704163e-01 1.13837358e-02 -1.81233055e-03
1.46400174e+01 -1.52350910e-01 -6.73069925e-02 1.24066127e-02 -1.42174207e-03
1.46706451e+01 2.43793817e+00 -8.13054442e-02 7.85496275e-03 -1.10927128e-03
1.47012727e+01 -4.16141271e+00 1.42699518e-01 9.73531905e-03 -8.74918196e-04
1.47319004e+01 4.69123181e+00 -2.39663377e-01 6.76554377e-03 -5.62447412e-04
1.47625280e+01 -3.72753639e+00 1.91380862e-01 5.28676373e-03 -4.45270868e-04
1.47931557e+01 2.06193016e+00 -1.51116195e-01 6.51997593e-03 -2.10917779e-04
1.48237833e+01 -4.52018424e+00 3.83400403e-02 3.06590717e-03 -9.37412353e-05
1.48544110e+01 7.86182321e+00 -3.76987843e-01 -7.30607973e-03 -9.37412353e-05
1.48850386e+01 -5.17515235e+00 3.45379702e-01 -8.27416286e-03 -4.45270868e-04
1.49156663e+01 6.03310810e-01 -1.30128587e-01 -1.68152670e-03 -5.23388564e-04
1.49462940e+01 4.29145809e-02 -7.46946068e-02 -7.95478009e-03 -6.79623956e-04
1.49769216e+01 1.94402540e+00 -7.07514883e-02 -1.24094524e-02 -9.92094740e-04
1.50075493e+01 -2.38102711e+00 1.07871309e-01 -1.12725595e-02 -1.38268322e-03
1.50381769e+01 7.82596707e-01 -1.10904497e-01 -1.13654589e-02 -1.69515400e-03
1.50688046e+01 1.96963481e+00 -3.89971990e-02 -1.59565958e-02 -2.12480133e-03
1.50994322e+01 -3.22314689e+00 1.41978667e-01 -1.28025153e-02 -2.59350751e-03
1.51300599e+01 2.76596915e+00 -1.54173592e-01 -1.31760172e-02 -2.94503714e-03
1.51606875e+01 -1.04324337e+00 9.99718253e-02 -1.48360900e-02 -3.41374332e-03
1.51913152e+01 1.40700433e+00 4.11554222e-03 -1.16481384e-02 -3.80433180e-03
1.52219428e+01 -3.22527667e+00 1.33395257e-01 -7.43650557e-03 -4.11680258e-03
1.52525705e+01 3.33711878e+00 -1.62952693e-01 -8.34178043e-03 -4.31209682e-03
1.52831981e+01 -6.06717572e-01 1.43671640e-01 -8.93231382e-03 -4.62456761e-03
1.53138258e+01 -9.10248489e-01 8.79246366e-02 -1.83906377e-03 -4.78080300e-03
1.53444534e+01 1.52871700e+00 4.28831601e-03 9.85202410e-04 -4.78080300e-03
1.53750811e+01 -2.48562497e+00 1.44751350e-01 5.54993738e-03 -4.70268530e-03
1.54057087e+01 1.61629654e+00 -8.36352156e-02 7.42178106e-03 -4.46833222e-03
1.54363364e+01 9.89305924e-02 6.48748863e-02 6.84719624e-03 -4.27303798e-03
1.54669640e+01 -6.52521647e-01 7.39649215e-02 1.10995335e-02 -3.99962604e-03
1.54975917e+01 -2.07838536e-01 1.40093046e-02 1.37939774e-02 -3.60903756e-03
1.55282193e+01 1.24378527e-01 -5.08751422e-03 1.40672309e-02 -3.17939023e-03
1.55588470e+01 1.06982170e+00 6.34075231e-03 1.41056147e-02 -2.74974290e-03
1.55894746e+01 -1.68467078e+00 1.04639131e-01 1.75046678e-02 -2.28103673e-03
1.56201023e+01 -1.12862492e+00 -5.01533979e-02 1.91734379e-02 -1.69515400e-03
1.56507299e+01 3.48017593e+00 -1.53854790e-01 1.29251462e-02 -1.18738898e-03
1.56813576e+01 -3.27559792e+00 1.65914056e-01 1.32944932e-02 -8.35859348e-04
1.57119852e+01 1.46523218e+00 -1.35057559e-01 1.42395552e-02 -3.67153172e-04
1.57426129e+01 -1.22583352e+00 -4.27697358e-04 1.00899600e-02 -1.56235392e-05
1.57732405e+01 2.07860462e+00 -1.13060903e-01 6.61407071e-03 2.57788397e-04
1.58038682e+01 -1.65059592e+00 7.79274317e-02 5.53801500e-03 4.14023789e-04
1.58344958e+01 3.34328949e-02 -7.37341983e-02 5.66644389e-03 6.09318029e-04
1.58957511e+01 1.31626697e+00 -6.75903720e-02 -2.99043550e-03 6.87435725e-04
1.59263788e+01 -2.16765189e+00 5.33521264e-02 -3.42651952e-03 5.70259181e-04
1.59570065e+01 1.91635151e+00 -1.45818133e-01 -6.25853617e-03 4.53082637e-04
1.59876341e+01 -5.97650835e-02 3.02619052e-02 -9.79775206e-03 1.79670701e-04
1.60182618e+01 -1.67729117e+00 2.47705127e-02 -8.11223834e-03 -9.37412353e-05
1.60488894e+01 2.69043798e+00 -1.29343956e-01 -1.13150773e-02 -3.67153172e-04
1.60795171e+01 -2.28697443e+00 1.17861435e-01 -1.16667600e-02 -7.57741652e-04
1.61101447e+01 2.37896793e+00 -9.22725327e-02 -1.08830320e-02 -1.07021244e-03
1.61407724e+01 -3.15040551e+00 1.26314070e-01 -9.84041965e-03 -1.42174207e-03
1.61714000e+01 4.78466505e+00 -1.63154497e-01 -1.09687554e-02 -1.69515400e-03
1.62020277e+01 -5.11227656e+00 2.76474665e-01 -7.49802476e-03 -2.04668364e-03
1.62326553e+01 3.42896578e+00 -1.93256410e-01 -4.94924504e-03 -2.16386018e-03
1.62632830e+01 -4.46602977e-01 1.21807098e-01 -7.13756968e-03 -2.39821327e-03
1.62939106e+01 -2.83056608e-01 8.07718965e-02 -9.33050846e-04 -2.51538981e-03
1.63245383e+01 -1.14016512e+00 5.47638190e-02 3.21808982e-03 -2.47633097e-03
1.63551659e+01 2.12472257e+00 -4.99979212e-02 3.36405807e-03 -2.35915442e-03
1.63857936e+01 -5.61238810e-01 1.45227866e-01 6.28072763e-03 -2.24197788e-03
1.64164212e+01 -2.59876186e+00 9.36595857e-02 1.35972893e-02 -1.92950709e-03
1.64470489e+01 2.79930264e+00 -1.45122332e-01 1.20211062e-02 -1.49985976e-03
1.64776765e+01 9.18032167e-01 1.12085865e-01 1.10092768e-02 -1.18738898e-03
1.65083042e+01 -7.83092857e+00 1.96437373e-01 2.04586190e-02 -7.18682804e-04
1.65389318e+01 1.27322177e+01 -5.23091481e-01 1.04539709e-02 -1.32800083e-04
1.65695595e+01 -7.11658110e+00 6.46782296e-01 1.42423300e-02 6.24941569e-05
1.66001871e+01 -5.20215116e+00 -7.11020190e-03 3.38339840e-02 9.00957428e-04
1.66308148e+01 6.71702841e+00 -4.85099221e-01 1.87587653e-02 1.78108347e-03
1.66614424e+01 -5.48438266e-01 1.32081195e-01 7.94665224e-03 2.09355425e-03
1.66920701e+01 -1.80428081e+00 8.16890667e-02 1.44939333e-02 2.44508389e-03
1.67226977e+01 9.68075184e-01 -8.40935852e-02 1.44202886e-02 2.91379006e-03
1.67533254e+01 -2.06801992e+00 4.85602296e-03 1.19934281e-02 3.30437854e-03
1.67839530e+01 3.22551271e+00 -1.85159758e-01 6.47114816e-03 3.61684933e-03
1.68145807e+01 -2.67704732e+00 1.11209880e-01 4.20623708e-03 3.73402587e-03
1.68452083e+01 6.85190258e-01 -1.34765138e-01 3.48479487e-03 3.89026126e-03
1.68758360e+01 -6.37137080e-02 -7.18078322e-02 -2.84205007e-03 3.89026126e-03
1.69064636e+01 2.28865911e+00 -7.76620359e-02 -7.41996110e-03 3.73402587e-03
1.69370913e+01 -3.65293365e+00 1.32626725e-01 -5.73652177e-03 3.49967278e-03
1.69677190e+01 2.80659464e+00 -2.03015612e-01 -7.89236808e-03 3.34343739e-03
1.69983466e+01 -7.75958572e-01 5.48625957e-02 -1.24299470e-02 2.99190776e-03
1.70289743e+01 -1.06225762e+00 -1.64347706e-02 -1.12529930e-02 2.64037813e-03
1.70596019e+01 5.02498903e+00 -1.14038139e-01 -1.52490718e-02 2.24978965e-03
1.70902296e+01 -8.16172039e+00 3.47672701e-01 -8.09339387e-03 1.82014232e-03
1.71208572e+01 3.36009519e+00 -4.02250284e-01 -9.76497708e-03 1.66390693e-03
1.71514849e+01 6.32935476e+00 -9.35148106e-02 -2.49490976e-02 1.08403326e-03
1.71821125e+01 -6.29809771e+00 4.88045006e-01 -1.28655643e-02 4.14023789e-04
1.72127402e+01 -3.79079052e-01 -9.06428205e-02 -6.94068646e-04 2.96847245e-04
1.72433678e+01 2.37642486e+00 -1.25473724e-01 -7.31321086e-03 1.79670701e-04
1.72739955e+01 3.89860471e-01 9.28792137e-02 -8.31150416e-03 -9.37412353e-05
1.73046231e+01 -1.21687221e+00 1.28700746e-01 -1.52503037e-03 -2.49976627e-04
1.73352508e+01 3.99136589e-01 1.68909313e-02 2.93410078e-03 -2.10917779e-04
1.73658784e+01 -3.79674143e-01 5.35647804e-02 5.09199376e-03 -9.37412353e-05
1.73965061e+01 -2.95893181e+00 1.86791983e-02 7.30465717e-03 1.01553005e-04
1.74271337e+01 1.08559041e+01 -2.53196199e-01 1.21952182e-04 2.57788397e-04
1.74577614e+01 -1.16680608e+01 7.44276348e-01 1.51625838e-02 3.35906093e-04
1.74883890e+01 1.08736357e+00 -3.27819556e-01 2.79176774e-02 1.16324351e-03
1.75190167e+01 5.34115598e+00 -2.27909378e-01 1.08970052e-02 1.74202462e-03
1.75496443e+01 -5.02570434e+00 2.62851814e-01 1.19672100e-02 2.01543656e-03
1.75802720e+01 3.88568327e+00 -1.98924750e-01 1.39251458e-02 2.48414274e-03
1.76108996e+01 -2.36004514e+00 1.58103309e-01 1.26748809e-02 2.83567237e-03
1.76415273e+01 -1.24298903e+00 -5.87446112e-02 1.57180045e-02 3.30437854e-03
1.76721549e+01 3.25350947e+00 -1.72954116e-01 8.62161666e-03 3.69496702e-03
1.77027826e+01 -2.25456798e+00 1.25987947e-01 7.18315320e-03 3.89026126e-03
1.77334102e+01 -1.03272386e+00 -8.11684208e-02 8.55587003e-03 4.16367320e-03
1.77640379e+01 2.30697164e+00 -1.76058141e-01 6.77624542e-04 4.31990859e-03
1.77946655e+01 -1.39767637e+00 3.59132298e-02 -3.61468495e-03 4.24179090e-03
1.78252932e+01 -7.94757976e-01 -9.25094042e-02 -5.34809286e-03 4.12461435e-03
1.78559208e+01 3.21721101e+00 -1.65534115e-01 -1.32513599e-02 3.85120242e-03
1.78865485e+01 -3.91710245e+00 1.30072737e-01 -1.43374586e-02 3.38249624e-03
1.79171762e+01 7.01320973e+00 -2.29842209e-01 -1.73931632e-02 2.95284891e-03
1.79478038e+01 -1.19002611e+01 4.14552222e-01 -1.17359293e-02 2.40602504e-03
1.79784315e+01 6.60040290e+00 -6.78878926e-01 -1.98316354e-02 2.09355425e-03
1.80090591e+01 9.96960023e+00 -7.24144052e-02 -4.28419858e-02 1.03896536e-03
1.80396868e+01 -1.52103667e+01 8.43621921e-01 -1.92217107e-02 -5.46823873e-05
1.80703144e+01 7.36795418e+00 -5.53951515e-01 -1.03497865e-02 -2.89035475e-04
1.81009421e+01 6.93019930e-01 1.23037884e-01 -2.35476590e-02 -9.13977044e-04
1.81315697e+01 -3.34254757e+00 1.86714603e-01 -1.40606678e-02 -1.49985976e-03
1.81621974e+01 1.80119223e+00 -1.20408544e-01 -1.20298689e-02 -1.85138940e-03
1.81928250e+01 1.57576771e+00 4.50903204e-02 -1.43366892e-02 -2.28103673e-03
1.82234527e+01 -1.30677674e+00 1.89876513e-01 -7.14020688e-03 -2.63256636e-03
1.82540803e+01 9.32344711e-01 6.98060056e-02 8.13258821e-04 -2.71068405e-03
1.82847080e+01 -1.06310484e+00 1.55472592e-01 7.71301322e-03 -2.59350751e-03
1.83153356e+01 1.96057738e+00 5.77913786e-02 1.42447878e-02 -2.24197788e-03
1.83459633e+01 -8.13870194e+00 2.37935021e-01 2.33021929e-02 -1.69515400e-03
1.83765909e+01 1.42802632e+01 -5.09872960e-01 1.49733725e-02 -9.92094740e-04
1.84072186e+01 -7.22636342e+00 8.02239816e-01 2.39278826e-02 -6.01506260e-04
1.84378462e+01 -1.85137440e+00 1.38260193e-01 5.27331892e-02 6.76276055e-04
1.84684739e+01 -7.02073000e+00 -3.18495561e-02 5.59922971e-02 2.36787454e-03
1.84991015e+01 1.81820955e+01 -6.76934972e-01 3.42838916e-02 3.85120242e-03
1.85297292e+01 -1.67973665e+01 9.93689679e-01 4.39853443e-02 4.78861477e-03
1.85603568e+01 6.86295519e+00 -5.49701982e-01 5.75836448e-02 6.58532178e-03
1.85909845e+01 1.58102110e+00 8.08866184e-02 4.32249312e-02 8.03049916e-03
1.86216121e+01 -5.03005599e+00 2.26155508e-01 5.26289105e-02 9.47567653e-03
1.86522398e+01 4.94423020e+00 -2.36020898e-01 5.23267568e-02 1.11552070e-02
1.86828674e+01 -7.94937849e+00 2.18269581e-01 5.17830756e-02 1.26785021e-02
1.87134951e+01 1.05393166e+01 -5.12142801e-01 4.27824290e-02 1.42408560e-02
1.87441227e+01 -1.10964342e+01 4.56240743e-01 4.10702803e-02 1.53735626e-02
1.87747504e+01 6.65647496e+00 -5.63332418e-01 3.77903138e-02 1.67406223e-02
1.88053780e+01 -1.93449299e+00 4.82841694e-02 2.20155955e-02 1.75608581e-02
1.88360057e+01 -2.78000261e-01 -1.29462762e-01 1.95292859e-02 1.82248585e-02
1.88666333e+01 1.68699677e+00 -1.55006248e-01 1.08166681e-02 1.86935647e-02
1.88972610e+01 0 0 0 1.89279178e-02
